,發生時間,死亡受傷人數,車種,經度,緯度
20691,108年01月21日 15時54分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.249371,24.928013
20692,108年01月21日 15時56分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.90649499999999,24.687959
20693,108年01月21日 15時57分43秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.22818600000001,24.962216
20694,108年01月21日 16時00分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.554455,25.026135
20695,108年01月21日 16時01分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.49001799999999,22.672579000000002
20696,108年01月21日 16時02分08秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車;乘客-人,120.26826299999999,23.772615
20697,108年01月21日 16時03分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.531824,24.10575
20698,108年01月21日 16時04分00秒,死亡0;受傷4,普通重型-機車;普通重型-機車;乘客-人;乘客-人,120.48586399999999,22.647315
20699,108年01月21日 16時05分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.34946000000001,22.569437
20700,108年01月21日 16時07分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.55138899999999,24.0875
20701,108年01月21日 16時10分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.302697,22.611705999999998
20702,108年01月21日 16時10分00秒,死亡0;受傷2,行人-人;普通重型-機車,120.48239699999999,22.687432
20703,108年01月21日 16時10分00秒,死亡0;受傷1,普通重型-機車,121.2413,25.106889000000002
20704,108年01月21日 16時10分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.23033400000001,23.014325
20705,108年01月21日 16時10分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.65156,24.146725
20706,108年01月21日 16時10分00秒,死亡0;受傷1,普通重型-機車;乘客-人;民營客運-大客車,120.57726100000001,24.275138000000002
20707,108年01月21日 16時13分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.941754,24.798375
20708,108年01月21日 16時13分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.694309,24.16489
20709,108年01月21日 16時16分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.440628,25.04893
20710,108年01月21日 16時16分25秒,死亡0;受傷2,行人-人;普通重型-機車,120.973557,24.808584
20711,108年01月21日 16時17分00秒,死亡0;受傷2,普通重型-機車;自用-小客車;乘客-人,120.3997,22.59972
20712,108年01月21日 16時17分52秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.960401,24.803258
20713,108年01月21日 16時20分00秒,死亡0;受傷1,普通重型-機車;腳踏自行車-慢車,120.32738400000001,22.596639
20714,108年01月21日 16時20分20秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.994951,24.868505
20715,108年01月21日 16時21分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.31963400000001,22.654528
20716,108年01月21日 16時22分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.484991,24.146491
20717,108年01月21日 16時22分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.71835,24.312773
20718,108年01月21日 16時24分00秒,死亡0;受傷1,普通重型-機車;自用-大貨車,120.483651,22.670586
20719,108年01月21日 16時26分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.492562,25.002934
20720,108年01月21日 16時28分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.30625900000001,22.669475
20721,108年01月21日 16時29分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.2855,25.041897
20722,108年01月21日 16時29分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.369298,24.93096
20723,108年01月21日 16時29分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.66443600000001,24.225915
20724,108年01月21日 16時30分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.191547,22.985017000000003
20725,108年01月21日 16時30分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.28485800000001,22.791416
20726,108年01月21日 16時30分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,121.539775,25.001108
20727,108年01月21日 16時30分00秒,死亡0;受傷1,自用-小客車;普通重型-機車;乘客-人,121.43519099999999,24.995727
20728,108年01月21日 16時30分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.47447,25.091174
20729,108年01月21日 16時31分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.33514,22.603596
20730,108年01月21日 16時31分00秒,死亡0;受傷1,腳踏自行車-慢車,120.54903600000002,24.075499
20731,108年01月21日 16時32分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.543939,22.631323000000002
20732,108年01月21日 16時33分00秒,死亡0;受傷1,自用-小客車;自用-小客車,120.643216,24.195613
20733,108年01月21日 16時34分00秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.348105,22.696771
20734,108年01月21日 16時35分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.31116000000002,22.683039
20735,108年01月21日 16時35分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.255797,24.936485
20736,108年01月21日 16時35分34秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.30578100000001,23.620817000000002
20737,108年01月21日 16時36分00秒,死亡0;受傷1,自用-小客車;普通重型-機車;自用-小客車,120.702448,24.159895000000002
20738,108年01月21日 16時39分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車;普通重型-機車;自用-小客車,120.31613300000001,22.622356
20739,108年01月21日 16時39分00秒,死亡0;受傷1,其他特種車-特種車;普通重型-機車,120.507646,24.081533
20740,108年01月21日 16時39分06秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.866322,24.691198
20741,108年01月21日 16時40分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.3263,22.71296
20742,108年01月21日 16時40分00秒,死亡0;受傷2,普通重型-機車;腳踏自行車-慢車,120.338792,22.616647
20743,108年01月21日 16時40分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.21730500000001,24.947460999999997
20744,108年01月21日 16時40分00秒,死亡0;受傷1,普通輕型-機車;自用-小客車,120.653623,24.160985
20745,108年01月21日 16時40分02秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.268869,25.037546
20746,108年01月21日 16時41分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.462299,23.511311
20747,108年01月21日 16時41分00秒,死亡0;受傷2,普通重型-機車;乘客-人,120.365,22.64036
20748,108年01月21日 16時41分56秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.991721,24.799573000000002
20749,108年01月21日 16時42分03秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.84693500000002,24.574443
20750,108年01月21日 16時43分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.33653600000001,24.993271
20751,108年01月21日 16時52分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.314929,24.998795
20752,108年01月21日 16時53分00秒,死亡0;受傷1,普通重型-機車;電動自行車-慢車,120.368831,22.623568
20753,108年01月21日 16時53分00秒,死亡0;受傷1,普通重型-機車,120.604047,23.891043
20754,108年01月21日 16時53分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.458269,23.490604
20755,108年01月21日 16時54分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.459088,23.476803
20756,108年01月21日 16時57分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,121.59401299999999,25.083258999999998
20757,108年01月21日 16時57分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.387151,23.972397
20758,108年01月21日 16時57分31秒,死亡0;受傷1,自用-小客車;普通輕型-機車,120.226652,23.018169
20759,108年01月21日 16時58分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.58311499999999,25.000067
20760,108年01月21日 16時58分00秒,死亡0;受傷1,普通重型-機車;計程車-小客車,120.685674,24.138447
20761,108年01月21日 16時58分26秒,死亡0;受傷1,普通重型-機車;自用-小貨車(含客、貨兩用);自用-小客車;自用-小客車,120.234177,22.988532
20762,108年01月21日 16時59分00秒,死亡0;受傷1,普通重型-機車;電動輔助自行車-慢車,120.308329,23.027634
20763,108年01月21日 17時00分00秒,死亡0;受傷1,普通重型-機車;大型重型2(250-550C.C.)-機車,120.18945500000001,22.992026
20764,108年01月21日 17時00分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.485998,22.665801000000002
20765,108年01月21日 17時00分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.602575,25.053621
20766,108年01月21日 17時00分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,121.25380200000001,24.970963
20767,108年01月21日 17時00分00秒,死亡0;受傷2,自用-小客車;普通重型-機車;乘客-人,120.488976,23.97286
20768,108年01月21日 17時00分13秒,死亡0;受傷1,自用-小客車;自用-小客車;自用-小客車;自用-小客車,121.284985,24.999741
20769,108年01月21日 17時00分51秒,死亡0;受傷1,普通輕型-機車;自用-小客車,120.683603,23.985871
20770,108年01月21日 17時03分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.311752,24.988729
20771,108年01月21日 17時03分00秒,死亡0;受傷1,普通重型-機車;普通重型-機車,120.5003,24.109949
20772,108年01月21日 17時03分00秒,死亡0;受傷1,腳踏自行車-慢車;自用-小客車,120.529311,24.077628
20773,108年01月21日 17時03分14秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.288398,25.07058
20774,108年01月21日 17時05分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;普通重型-機車,120.256302,23.031579999999998
20775,108年01月21日 17時05分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.376223,25.054814
20776,108年01月21日 17時05分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.43643,25.085185
20777,108年01月21日 17時05分00秒,死亡0;受傷1,普通重型-機車,121.03621499999998,24.881545000000003
20778,108年01月21日 17時05分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.591136,24.244848
20779,108年01月21日 17時05分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.519497,24.062178
20780,108年01月21日 17時06分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.982638,24.831820999999998
20781,108年01月21日 17時06分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.315053,22.786545
20782,108年01月21日 17時08分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.14495500000001,22.760673
20783,108年01月21日 17時10分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.617819,24.341692000000002
20784,108年01月21日 17時10分06秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.51534099999999,23.73723
20785,108年01月21日 17時11分59秒,死亡0;受傷1,普通重型-機車;自用-小客車,120.994426,24.819989
20786,108年01月21日 17時13分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.66849099999999,23.975967
20787,108年01月21日 17時13分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.468855,23.467636
20788,108年01月21日 17時14分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.276798,23.110917
20789,108年01月21日 17時14分00秒,死亡0;受傷1,計程車-小客車;普通重型-機車,121.31345400000001,24.985504000000002
20790,108年01月21日 17時14分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.532435,24.24798
20791,108年01月21日 17時15分00秒,死亡0;受傷1,自用-小客車;普通重型-機車;電動自行車-慢車,121.318078,25.000835000000002
20792,108年01月21日 17時15分25秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.198283,23.012381
20793,108年01月21日 17時16分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.642496,24.07024
20794,108年01月21日 17時18分29秒,死亡0;受傷1,自用-小客車,121.785701,24.633435000000002
20795,108年01月21日 17時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.49708500000001,22.667911
20796,108年01月21日 17時20分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.3648,22.62032
20797,108年01月21日 17時20分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.63108100000001,24.354537
20798,108年01月21日 17時20分33秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,120.209484,23.020681
20799,108年01月21日 17時22分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.303183,23.041992
20800,108年01月21日 17時23分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.43113600000001,25.053489000000003
20801,108年01月21日 17時23分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,120.539321,24.262617000000002
20802,108年01月21日 17時24分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.2114,24.956116
20803,108年01月21日 17時25分00秒,死亡0;受傷1,普通重型-機車;腳踏自行車-慢車,120.339008,22.565134
20804,108年01月21日 17時25分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.03555700000001,24.880487
20805,108年01月21日 17時25分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.65120300000001,24.166899
20806,108年01月21日 17時26分00秒,死亡0;受傷1,普通輕型-機車;自用-小貨車(含客、貨兩用),120.210606,23.02642
20807,108年01月21日 17時28分40秒,死亡0;受傷1,自用-小客車;普通重型-機車,121.751948,24.754456
20808,108年01月21日 17時29分00秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.357924,22.675915
20809,108年01月21日 17時29分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車,121.486345,25.061269
20810,108年01月21日 17時29分50秒,死亡0;受傷1,自用-小客車;普通重型-機車,120.81428899999999,24.572039
20811,108年01月21日 17時30分00秒,死亡0;受傷3,普通重型-機車;普通重型-機車;乘客-人,121.26556000000001,24.975451
20812,108年01月21日 17時30分00秒,死亡0;受傷1,營業用-小貨車(含客、貨兩用);普通重型-機車,120.3622,22.654970000000002
20813,108年01月21日 17時30分00秒,死亡0;受傷1,普通重型-機車,121.434701,25.060124
20814,108年01月21日 17時30分00秒,死亡0;受傷1,電動輔助自行車-慢車;行人-人,120.463301,22.476348
20815,108年01月21日 17時30分17秒,死亡0;受傷2,普通重型-機車;普通重型-機車,120.249202,23.704971
20816,108年01月21日 17時31分00秒,死亡0;受傷1,自用-小貨車(含客、貨兩用);普通重型-機車,121.08979699999999,24.957287
20817,108年01月21日 17時32分00秒,死亡0;受傷2,普通重型-機車;普通重型-機車;自用-小貨車(含客、貨兩用),121.46171799999999,25.146035
